시도,시군구,성별,총합계,D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),기타
경기도,성남시 중원구,총계,"4,409 ",,240 ,10 ,120 ,,2 ,,10 ,1 ,34 ,6 ,17 ,5 ,,,1 ,87 ,,325 ,,165 ,172 ,79 ,"1,600 ",718 ,532 ,52 ,3 ,217 ,13 
경기도,성남시 중원구,남성,"1,996 ",,97 ,4 ,53 ,,2 ,,9 ,1 ,8 ,6 ,3 ,5 ,,,,64 ,,288 ,,57 ,71 ,22 ,734 ,335 ,92 ,33 ,1 ,101 ,10 
경기도,성남시 중원구,여성,"2,413 ",,143 ,6 ,67 ,,,,1 ,,26 ,,14 ,,,,1 ,23 ,,37 ,,108 ,101 ,57 ,866 ,383 ,440 ,19 ,2 ,116 ,3 
경기도,수원시 권선구,총계,"19,462 ",,580 ,8 ,127 ,,3 ,1 ,27 ,9 ,97 ,9 ,37 ,13 ,,,3 ,150 ,2 ,387 ,,617 ,963 ,457 ,"8,792 ","4,289 ","1,307 ",253 ,12 ,"1,264 ",55 
경기도,수원시 권선구,남성,"9,624 ",,277 ,7 ,41 ,,3 ,,19 ,5 ,41 ,5 ,7 ,10 ,,,1 ,129 ,1 ,328 ,,239 ,360 ,168 ,"4,307 ","2,446 ",314 ,186 ,2 ,689 ,39 
경기도,수원시 권선구,여성,"9,838 ",,303 ,1 ,86 ,,,1 ,8 ,4 ,56 ,4 ,30 ,3 ,,,2 ,21 ,1 ,59 ,,378 ,603 ,289 ,"4,485 ","1,843 ",993 ,67 ,10 ,575 ,16 
경기도,수원시 영통구,총계,"11,929 ",,"3,091 ",2 ,"1,226 ",,1 ,32 ,46 ,9 ,367 ,19 ,237 ,166 ,,,1 ,354 ,,211 ,,156 ,488 ,564 ,"2,390 ","1,320 ",667 ,189 ,18 ,291 ,84 
경기도,수원시 영통구,남성,"5,471 ",,"1,387 ",1 ,476 ,,1 ,25 ,37 ,8 ,134 ,14 ,64 ,145 ,,,,264 ,,179 ,,52 ,225 ,182 ,"1,060 ",706 ,150 ,143 ,3 ,150 ,65 
경기도,수원시 영통구,여성,"6,458 ",,"1,704 ",1 ,750 ,,,7 ,9 ,1 ,233 ,5 ,173 ,21 ,,,1 ,90 ,,32 ,,104 ,263 ,382 ,"1,330 ",614 ,517 ,46 ,15 ,141 ,19 
경기도,수원시 장안구,총계,"11,540 ",,"1,841 ",2 ,"1,042 ",,6 ,,15 ,4 ,157 ,19 ,53 ,142 ,,,23 ,54 ,,39 ,,261 ,478 ,314 ,"3,746 ","1,898 ",668 ,127 ,7 ,610 ,34 
경기도,수원시 장안구,남성,"5,631 ",,928 ,1 ,549 ,,3 ,,10 ,4 ,52 ,14 ,20 ,99 ,,,20 ,40 ,,33 ,,107 ,201 ,115 ,"1,815 ","1,032 ",150 ,75 ,2 ,339 ,22 
경기도,수원시 장안구,여성,"5,909 ",,913 ,1 ,493 ,,3 ,,5 ,,105 ,5 ,33 ,43 ,,,3 ,14 ,,6 ,,154 ,277 ,199 ,"1,931 ",866 ,518 ,52 ,5 ,271 ,12 
경기도,수원시 팔달구,총계,"23,647 ",,881 ,,401 ,,5 ,28 ,58 ,7 ,137 ,8 ,53 ,27 ,,,7 ,141 ,,63 ,,580 ,"1,133 ",526 ,"11,006 ","5,138 ",957 ,297 ,14 ,"2,080 ",100 
경기도,수원시 팔달구,남성,"12,080 ",,376 ,,120 ,,1 ,25 ,45 ,6 ,67 ,5 ,13 ,21 ,,,3 ,114 ,,52 ,,201 ,444 ,194 ,"5,660 ","2,957 ",306 ,207 ,1 ,"1,181 ",81 
경기도,수원시 팔달구,여성,"11,567 ",,505 ,,281 ,,4 ,3 ,13 ,1 ,70 ,3 ,40 ,6 ,,,4 ,27 ,,11 ,,379 ,689 ,332 ,"5,346 ","2,181 ",651 ,90 ,13 ,899 ,19 
경기도,시흥시,총계,"72,217 ",,"1,522 ",3 ,829 ,,18 ,1 ,110 ,14 ,377 ,11 ,45 ,5 ,,,11 ,"1,569 ",2 ,"6,566 ",,"2,301 ","3,312 ","2,826 ","31,127 ","11,801 ","3,412 ","1,191 ",14 ,"4,942 ",208 
경기도,시흥시,남성,"40,943 ",,784 ,2 ,489 ,,12 ,,84 ,11 ,186 ,8 ,13 ,5 ,,,7 ,"1,498 ",1 ,"6,406 ",,913 ,"1,360 ",980 ,"16,385 ","7,072 ",921 ,703 ,1 ,"2,944 ",158 
경기도,시흥시,여성,"31,274 ",,738 ,1 ,340 ,,6 ,1 ,26 ,3 ,191 ,3 ,32 ,,,,4 ,71 ,1 ,160 ,,"1,388 ","1,952 ","1,846 ","14,742 ","4,729 ","2,491 ",488 ,13 ,"1,998 ",50 
경기도,안산시 단원구,총계,"69,864 ",,666 ,25 ,212 ,,15 ,,101 ,24 ,202 ,5 ,41 ,6 ,,,35 ,"1,028 ",,"4,632 ",,"2,721 ","2,838 ","2,797 ","33,121 ","10,903 ","2,383 ","2,391 ",7 ,"5,227 ",484 
경기도,안산시 단원구,남성,"38,826 ",,326 ,21 ,103 ,,12 ,,85 ,20 ,125 ,4 ,11 ,3 ,,,24 ,971 ,,"4,474 ",,"1,157 ","1,131 ","1,038 ","17,179 ","6,207 ",759 ,"1,690 ",1 ,"3,095 ",390 
경기도,안산시 단원구,여성,"31,038 ",,340 ,4 ,109 ,,3 ,,16 ,4 ,77 ,1 ,30 ,3 ,,,11 ,57 ,,158 ,,"1,564 ","1,707 ","1,759 ","15,942 ","4,696 ","1,624 ",701 ,6 ,"2,132 ",94 
경기도,안산시 상록구,총계,"30,178 ",,"2,929 ",11 ,446 ,,6 ,,24 ,9 ,141 ,6 ,9 ,46 ,,,11 ,149 ,,521 ,,"1,380 ","1,066 ","1,191 ","14,347 ","4,127 ","1,454 ",728 ,3 ,"1,477 ",97 
경기도,안산시 상록구,남성,"14,730 ",,"1,299 ",9 ,177 ,,4 ,,18 ,8 ,61 ,4 ,2 ,34 ,,,5 ,122 ,,497 ,,616 ,434 ,508 ,"6,949 ","2,293 ",329 ,494 ,,798 ,69 
경기도,안산시 상록구,여성,"15,448 ",,"1,630 ",2 ,269 ,,2 ,,6 ,1 ,80 ,2 ,7 ,12 ,,,6 ,27 ,,24 ,,764 ,632 ,683 ,"7,398 ","1,834 ","1,125 ",234 ,3 ,679 ,28 
경기도,안성시,총계,"23,597 ",,"1,022 ",3 ,645 ,,97 ,1 ,27 ,14 ,84 ,2 ,36 ,10 ,,,,720 ,114 ,"5,859 ",,"1,020 ",541 ,996 ,"8,059 ","1,884 ",931 ,570 ,2 ,885 ,75 
경기도,안성시,남성,"14,283 ",,537 ,2 ,319 ,,34 ,1 ,20 ,13 ,55 ,1 ,10 ,8 ,,,,679 ,64 ,"5,209 ",,424 ,206 ,382 ,"4,134 ","1,053 ",174 ,418 ,1 ,486 ,53 
경기도,안성시,여성,"9,314 ",,485 ,1 ,326 ,,63 ,,7 ,1 ,29 ,1 ,26 ,2 ,,,,41 ,50 ,650 ,,596 ,335 ,614 ,"3,925 ",831 ,757 ,152 ,1 ,399 ,22 
경기도,안양시 동안구,총계,"3,092 ",,61 ,2 ,18 ,,1 ,5 ,31 ,3 ,14 ,2 ,147 ,2 ,,,13 ,84 ,,154 ,,109 ,94 ,54 ,"1,203 ",430 ,527 ,61 ,10 ,66 ,1 
경기도,안양시 동안구,남성,"1,315 ",,28 ,1 ,5 ,,1 ,5 ,25 ,3 ,5 ,2 ,41 ,1 ,,,11 ,62 ,,144 ,,47 ,36 ,21 ,497 ,182 ,105 ,54 ,2 ,36 ,1 
경기도,안양시 동안구,여성,"1,777 ",,33 ,1 ,13 ,,,,6 ,,9 ,,106 ,1 ,,,2 ,22 ,,10 ,,62 ,58 ,33 ,706 ,248 ,422 ,7 ,8 ,30 ,0 
경기도,안양시 만안구,총계,"9,349 ",,624 ,,442 ,,7 ,,13 ,,51 ,3 ,38 ,2 ,,,9 ,94 ,2 ,263 ,,221 ,351 ,162 ,"4,032 ","1,779 ",640 ,73 ,6 ,513 ,24 
경기도,안양시 만안구,남성,"4,647 ",,326 ,,221 ,,2 ,,12 ,,24 ,2 ,12 ,2 ,,,9 ,84 ,2 ,255 ,,71 ,154 ,56 ,"1,919 ",961 ,170 ,47 ,1 ,297 ,20 
경기도,안양시 만안구,여성,"4,702 ",,298 ,,221 ,,5 ,,1 ,,27 ,1 ,26 ,,,,,10 ,,8 ,,150 ,197 ,106 ,"2,113 ",818 ,470 ,26 ,5 ,216 ,4 
경기도,양주시,총계,"11,804 ",,607 ,6 ,619 ,,12 ,,59 ,27 ,54 ,3 ,17 ,1 ,,,1 ,602 ,301 ,"4,099 ",,304 ,220 ,585 ,"1,415 ",756 ,"1,083 ",668 ,3 ,93 ,269 
경기도,양주시,남성,"8,075 ",,398 ,6 ,386 ,,9 ,,48 ,19 ,30 ,,6 ,1 ,,,1 ,578 ,241 ,"3,866 ",,114 ,107 ,197 ,653 ,348 ,191 ,593 ,1 ,58 ,224 
경기도,양주시,여성,"3,729 ",,209 ,,233 ,,3 ,,11 ,8 ,24 ,3 ,11 ,,,,,24 ,60 ,233 ,,190 ,113 ,388 ,762 ,408 ,892 ,75 ,2 ,35 ,45 
경기도,양평군,총계,"2,501 ",,66 ,,33 ,,,,5 ,,6 ,,29 ,,,,7 ,56 ,17 ,786 ,,89 ,32 ,33 ,755 ,165 ,317 ,57 ,3 ,41 ,4 
경기도,양평군,남성,"1,176 ",,39 ,,28 ,,,,4 ,,2 ,,8 ,,,,6 ,48 ,11 ,476 ,,30 ,14 ,11 ,298 ,59 ,66 ,50 ,1 ,24 ,1 
경기도,양평군,여성,"1,325 ",,27 ,,5 ,,,,1 ,,4 ,,21 ,,,,1 ,8 ,6 ,310 ,,59 ,18 ,22 ,457 ,106 ,251 ,7 ,2 ,17 ,3 
경기도,여주시,총계,"6,039 ",,233 ,1 ,371 ,,1 ,,4 ,3 ,6 ,,12 ,,,,3 ,281 ,239 ,"2,769 ",,143 ,63 ,170 ,760 ,265 ,342 ,248 ,,107 ,18 
경기도,여주시,남성,"3,906 ",,150 ,,258 ,,1 ,,4 ,3 ,3 ,,3 ,,,,2 ,255 ,127 ,"2,143 ",,59 ,28 ,54 ,369 ,114 ,61 ,202 ,,59 ,11 
경기도,여주시,여성,"2,133 ",,83 ,1 ,113 ,,,,,,3 ,,9 ,,,,1 ,26 ,112 ,626 ,,84 ,35 ,116 ,391 ,151 ,281 ,46 ,,48 ,7 
경기도,연천군,총계,"1,661 ",,29 ,1 ,4 ,,10 ,,1 ,,8 ,,8 ,,,,1 ,118 ,43 ,579 ,,75 ,81 ,137 ,175 ,64 ,114 ,149 ,2 ,24 ,38 
경기도,연천군,남성,"1,145 ",,13 ,1 ,3 ,,4 ,,1 ,,4 ,,1 ,,,,1 ,114 ,28 ,538 ,,29 ,60 ,33 ,88 ,19 ,17 ,139 ,1 ,17 ,34 
경기도,연천군,여성,516 ,,16 ,,1 ,,6 ,,,,4 ,,7 ,,,,,4 ,15 ,41 ,,46 ,21 ,104 ,87 ,45 ,97 ,10 ,1 ,7 ,4 
경기도,오산시,총계,"22,073 ",,691 ,3 ,178 ,,1 ,1 ,31 ,3 ,128 ,,17 ,3 ,,,3 ,253 ,1 ,654 ,,728 ,864 ,586 ,"10,487 ","4,239 ","1,403 ",297 ,10 ,"1,406 ",86 
경기도,오산시,남성,"11,460 ",,427 ,3 ,86 ,,1 ,1 ,29 ,1 ,56 ,,6 ,2 ,,,3 ,234 ,,555 ,,280 ,355 ,219 ,"5,426 ","2,343 ",342 ,202 ,,825 ,64 
경기도,오산시,여성,"10,613 ",,264 ,,92 ,,,,2 ,2 ,72 ,,11 ,1 ,,,,19 ,1 ,99 ,,448 ,509 ,367 ,"5,061 ","1,896 ","1,061 ",95 ,10 ,581 ,22 
경기도,용인시 기흥구,총계,"8,816 ",,"1,823 ",1 ,396 ,1 ,1 ,1 ,15 ,2 ,99 ,10 ,73 ,22 ,,,38 ,146 ,1 ,329 ,,166 ,214 ,154 ,"3,067 ",994 ,819 ,107 ,5 ,300 ,32 
경기도,용인시 기흥구,남성,"4,207 ",,881 ,1 ,230 ,,1 ,1 ,11 ,2 ,40 ,7 ,20 ,18 ,,,20 ,125 ,,311 ,,63 ,84 ,56 ,"1,396 ",472 ,213 ,84 ,1 ,150 ,20 
경기도,용인시 기흥구,여성,"4,609 ",,942 ,,166 ,1 ,,,4 ,,59 ,3 ,53 ,4 ,,,18 ,21 ,1 ,18 ,,103 ,130 ,98 ,"1,671 ",522 ,606 ,23 ,4 ,150 ,12 
경기도,용인시 수지구,총계,"5,598 ",,"1,118 ",,86 ,,145 ,2 ,19 ,2 ,30 ,2 ,183 ,6 ,,,3 ,224 ,,35 ,,67 ,103 ,139 ,"2,310 ",455 ,450 ,28 ,5 ,151 ,35 
경기도,용인시 수지구,남성,"2,335 ",,416 ,,23 ,,89 ,1 ,17 ,1 ,11 ,2 ,53 ,6 ,,,1 ,155 ,,29 ,,29 ,49 ,63 ,978 ,185 ,114 ,19 ,2 ,69 ,23 
경기도,용인시 수지구,여성,"3,263 ",,702 ,,63 ,,56 ,1 ,2 ,1 ,19 ,,130 ,,,,2 ,69 ,,6 ,,38 ,54 ,76 ,"1,332 ",270 ,336 ,9 ,3 ,82 ,12 
경기도,용인시 처인구,총계,"15,754 ",,"1,047 ",5 ,474 ,,2 ,2 ,27 ,3 ,117 ,26 ,33 ,15 ,,,19 ,680 ,80 ,"4,867 ",,358 ,363 ,553 ,"3,361 ","1,563 ","1,040 ",513 ,6 ,530 ,70 
경기도,용인시 처인구,남성,"9,801 ",,590 ,4 ,252 ,,,2 ,21 ,3 ,55 ,17 ,7 ,11 ,,,19 ,631 ,51 ,"4,235 ",,136 ,143 ,162 ,"1,683 ",826 ,206 ,394 ,1 ,299 ,53 
경기도,용인시 처인구,여성,"5,953 ",,457 ,1 ,222 ,,2 ,,6 ,,62 ,9 ,26 ,4 ,,,,49 ,29 ,632 ,,222 ,220 ,391 ,"1,678 ",737 ,834 ,119 ,5 ,231 ,17 
경기도,의왕시,총계,"1,681 ",,19 ,2 ,18 ,,1 ,,2 ,,4 ,,42 ,1 ,,,4 ,60 ,,232 ,,54 ,39 ,30 ,567 ,240 ,299 ,28 ,2 ,32 ,5 
경기도,의왕시,남성,786 ,,6 ,2 ,10 ,,1 ,,2 ,,2 ,,13 ,1 ,,,1 ,49 ,,191 ,,21 ,11 ,10 ,243 ,108 ,69 ,23 ,1 ,18 ,4 
경기도,의왕시,여성,895 ,,13 ,,8 ,,,,,,2 ,,29 ,,,,3 ,11 ,,41 ,,33 ,28 ,20 ,324 ,132 ,230 ,5 ,1 ,14 ,1 
경기도,의정부시,총계,"10,461 ",,"2,875 ",3 ,"1,183 ",,3 ,,18 ,18 ,217 ,6 ,64 ,,,,24 ,94 ,11 ,224 ,,381 ,236 ,267 ,"2,117 ",997 ,"1,155 ",206 ,11 ,167 ,184 
경기도,의정부시,남성,"4,971 ",,"1,539 ",2 ,736 ,,3 ,,9 ,11 ,85 ,3 ,16 ,,,,3 ,58 ,9 ,182 ,,149 ,82 ,128 ,911 ,456 ,206 ,146 ,3 ,96 ,138 
경기도,의정부시,여성,"5,490 ",,"1,336 ",1 ,447 ,,,,9 ,7 ,132 ,3 ,48 ,,,,21 ,36 ,2 ,42 ,,232 ,154 ,139 ,"1,206 ",541 ,949 ,60 ,8 ,71 ,46 
경기도,이천시,총계,"13,257 ",1 ,521 ,2 ,248 ,,2 ,3 ,24 ,14 ,40 ,2 ,17 ,2 ,,,4 ,529 ,24 ,"6,493 ",,291 ,196 ,371 ,"1,769 ",780 ,767 ,774 ,3 ,328 ,52 
경기도,이천시,남성,"8,349 ",,341 ,2 ,166 ,,1 ,3 ,18 ,10 ,22 ,2 ,3 ,2 ,,,2 ,470 ,17 ,"4,836 ",,109 ,76 ,112 ,885 ,375 ,113 ,554 ,1 ,192 ,37 
경기도,이천시,여성,"4,908 ",1 ,180 ,,82 ,,1 ,,6 ,4 ,18 ,,14 ,,,,2 ,59 ,7 ,"1,657 ",,182 ,120 ,259 ,884 ,405 ,654 ,220 ,2 ,136 ,15 
경기도,파주시,총계,"19,841 ",,324 ,9 ,117 ,,9 ,20 ,65 ,16 ,72 ,,115 ,,,,159 ,"1,201 ",75 ,"7,947 ",,509 ,346 ,792 ,"3,181 ","1,422 ","1,855 ",998 ,9 ,318 ,282 
경기도,파주시,남성,"13,500 ",,223 ,8 ,81 ,,6 ,19 ,59 ,15 ,44 ,,35 ,,,,134 ,"1,151 ",53 ,"7,407 ",,202 ,159 ,203 ,"1,474 ",675 ,345 ,774 ,2 ,193 ,238 
경기도,파주시,여성,"6,341 ",,101 ,1 ,36 ,,3 ,1 ,6 ,1 ,28 ,,80 ,,,,25 ,50 ,22 ,540 ,,307 ,187 ,589 ,"1,707 ",747 ,"1,510 ",224 ,7 ,125 ,44 
경기도,평택시,총계,"50,600 ",,"1,290 ",12 ,703 ,,15 ,14 ,164 ,15 ,295 ,7 ,119 ,3 ,7 ,,286 ,"1,240 ",187 ,"6,061 ",1 ,"1,771 ","1,173 ","1,690 ","13,842 ","4,790 ","3,458 ","2,405 ",20 ,"1,749 ","9,283 "
경기도,평택시,남성,"28,366 ",,669 ,8 ,417 ,,13 ,13 ,144 ,11 ,124 ,5 ,24 ,1 ,7 ,,15 ,"1,152 ",132 ,"5,617 ",1 ,703 ,489 ,686 ,"6,872 ","2,640 ",784 ,"1,772 ",2 ,931 ,"5,134 "
경기도,평택시,여성,"22,234 ",,621 ,4 ,286 ,,2 ,1 ,20 ,4 ,171 ,2 ,95 ,2 ,,,271 ,88 ,55 ,444 ,,"1,068 ",684 ,"1,004 ","6,970 ","2,150 ","2,674 ",633 ,18 ,818 ,"4,149 "
경기도,포천시,총계,"18,269 ",,556 ,9 ,263 ,,14 ,,19 ,11 ,38 ,1 ,14 ,,,,9 ,"1,522 ",10 ,"9,024 ",,298 ,194 ,816 ,"1,450 ",782 ,780 ,"1,863 ",1 ,153 ,442 
경기도,포천시,남성,"13,416 ",,323 ,7 ,170 ,,7 ,,15 ,9 ,20 ,1 ,3 ,,,,6 ,"1,443 ",9 ,"7,599 ",,126 ,88 ,194 ,731 ,393 ,132 ,"1,648 ",1 ,87 ,404 
경기도,포천시,여성,"4,853 ",,233 ,2 ,93 ,,7 ,,4 ,2 ,18 ,,11 ,,,,3 ,79 ,1 ,"1,425 ",,172 ,106 ,622 ,719 ,389 ,648 ,215 ,,66 ,38 
경기도,하남시,총계,"3,942 ",,98 ,,42 ,,4 ,,19 ,5 ,19 ,5 ,127 ,2 ,,,22 ,215 ,,405 ,,131 ,126 ,175 ,"1,334 ",382 ,646 ,78 ,9 ,78 ,20 
경기도,하남시,남성,"1,813 ",,51 ,,23 ,,2 ,,16 ,4 ,9 ,3 ,38 ,2 ,,,12 ,172 ,,349 ,,44 ,51 ,61 ,572 ,158 ,133 ,52 ,4 ,41 ,16 
경기도,하남시,여성,"2,129 ",,47 ,,19 ,,2 ,,3 ,1 ,10 ,2 ,89 ,,,,10 ,43 ,,56 ,,87 ,75 ,114 ,762 ,224 ,513 ,26 ,5 ,37 ,4 
경기도,화성시 동탄구,총계,"4,516 ",,41 ,20 ,19 ,,1 ,20 ,148 ,4 ,29 ,2 ,246 ,44 ,,,4 ,196 ,,404 ,,186 ,155 ,200 ,"1,087 ",615 ,938 ,42 ,14 ,61 ,40 
경기도,화성시 동탄구,남성,"1,955 ",,8 ,6 ,6 ,,1 ,16 ,139 ,4 ,9 ,1 ,71 ,41 ,,,3 ,169 ,,346 ,,63 ,67 ,66 ,464 ,230 ,158 ,28 ,2 ,31 ,26 
경기도,화성시 동탄구,여성,"2,561 ",,33 ,14 ,13 ,,,4 ,9 ,,20 ,1 ,175 ,3 ,,,1 ,27 ,,58 ,,123 ,88 ,134 ,623 ,385 ,780 ,14 ,12 ,30 ,14 
경기도,화성시 만세구,총계,"51,163 ",,412 ,6 ,71 ,,28 ,2 ,146 ,9 ,129 ,1 ,26 ,9 ,,,7 ,"3,361 ",16 ,"22,057 ",1 ,"1,289 ","1,130 ","2,387 ","10,717 ","3,674 ","1,801 ","2,075 ",3 ,"1,600 ",206 
경기도,화성시 만세구,남성,"36,766 ",,231 ,6 ,37 ,,11 ,2 ,131 ,6 ,59 ,1 ,8 ,9 ,,,6 ,"3,148 ",14 ,"20,419 ",1 ,512 ,490 ,732 ,"5,664 ","2,152 ",436 ,"1,591 ",,924 ,176 
경기도,화성시 만세구,여성,"14,397 ",,181 ,,34 ,,17 ,,15 ,3 ,70 ,,18 ,,,,1 ,213 ,2 ,"1,638 ",,777 ,640 ,"1,655 ","5,053 ","1,522 ","1,365 ",484 ,3 ,676 ,30 
경기도,화성시 병점구,총계,"4,866 ",,382 ,3 ,85 ,,1 ,2 ,20 ,4 ,104 ,1 ,11 ,4 ,,,2 ,134 ,,582 ,,170 ,216 ,171 ,"1,374 ",743 ,559 ,97 ,3 ,177 ,21 
경기도,화성시 병점구,남성,"2,494 ",,209 ,1 ,43 ,,1 ,1 ,17 ,2 ,40 ,,4 ,3 ,,,1 ,126 ,,497 ,,64 ,98 ,54 ,663 ,400 ,94 ,72 ,,87 ,17 
경기도,화성시 병점구,여성,"2,372 ",,173 ,2 ,42 ,,,1 ,3 ,2 ,64 ,1 ,7 ,1 ,,,1 ,8 ,,85 ,,106 ,118 ,117 ,711 ,343 ,465 ,25 ,3 ,90 ,4 
경기도,화성시 효행구,총계,"8,845 ",,301 ,4 ,392 ,,13 ,,10 ,,39 ,14 ,12 ,3 ,,,1 ,564 ,3 ,"3,757 ",,210 ,232 ,292 ,"1,154 ",835 ,700 ,136 ,,141 ,32 
경기도,화성시 효행구,남성,"5,777 ",,134 ,4 ,210 ,,9 ,,6 ,,22 ,8 ,1 ,2 ,,,1 ,521 ,1 ,"3,281 ",,66 ,102 ,87 ,531 ,428 ,132 ,117 ,,87 ,27 
경기도,화성시 효행구,여성,"3,068 ",,167 ,,182 ,,4 ,,4 ,,17 ,6 ,11 ,1 ,,,,43 ,2 ,476 ,,144 ,130 ,205 ,623 ,407 ,568 ,19 ,,54 ,5 
경상남도,총계,총계,"130,414 ",,"5,378 ",212 ,"2,547 ",,95 ,80 ,255 ,534 ,"1,117 ",21 ,539 ,129 ,16 ,,269 ,"13,358 ","7,286 ","42,160 ","3,418 ","4,368 ","2,758 ","7,141 ","14,778 ","6,167 ","10,023 ","5,149 ",22 ,"1,345 ","1,249 "
경상남도,거제시,총계,"18,225 ",,185 ,,226 ,,4 ,37 ,13 ,466 ,321 ,,73 ,,1 ,,91 ,"5,445 ",239 ,"4,719 ",193 ,275 ,263 ,"1,580 ","1,724 ",548 ,872 ,774 ,2 ,83 ,91 
경상남도,거제시,남성,"14,412 ",,140 ,,156 ,,4 ,34 ,10 ,434 ,290 ,,20 ,,1 ,,1 ,"5,338 ",141 ,"4,562 ",193 ,107 ,132 ,371 ,"1,171 ",272 ,213 ,689 ,,54 ,79 
경상남도,거제시,여성,"3,813 ",,45 ,,70 ,,,3 ,3 ,32 ,31 ,,53 ,,,,90 ,107 ,98 ,157 ,,168 ,131 ,"1,209 ",553 ,276 ,659 ,85 ,2 ,29 ,12 
경상남도,거창군,총계,"1,220 ",,50 ,,16 ,,1 ,,,,9 ,,20 ,,,,,34 ,373 ,291 ,,60 ,26 ,28 ,77 ,42 ,154 ,21 ,,13 ,5 
경상남도,거창군,남성,597 ,,40 ,,10 ,,,,,,8 ,,7 ,,,,,31 ,116 ,261 ,,24 ,14 ,7 ,34 ,11 ,13 ,12 ,,6 ,3 
경상남도,거창군,여성,623 ,,10 ,,6 ,,1 ,,,,1 ,,13 ,,,,,3 ,257 ,30 ,,36 ,12 ,21 ,43 ,31 ,141 ,9 ,,7 ,2 
경상남도,고성군,총계,"2,277 ",,,,2 ,,,,1 ,,10 ,,12 ,,,,,243 ,306 ,"1,015 ",36 ,76 ,91 ,113 ,97 ,53 ,176 ,20 ,,6 ,20 
경상남도,고성군,남성,"1,660 ",,,,2 ,,,,,,10 ,,2 ,,,,,241 ,174 ,943 ,36 ,29 ,71 ,27 ,53 ,17 ,18 ,14 ,,3 ,20 
경상남도,고성군,여성,617 ,,,,,,,,1 ,,,,10 ,,,,,2 ,132 ,72 ,,47 ,20 ,86 ,44 ,36 ,158 ,6 ,,3 ,0 
경상남도,김해시,총계,"32,949 ",,"1,687 ",94 ,"1,200 ",,15 ,5 ,113 ,24 ,219 ,3 ,54 ,7 ,,,69 ,"2,493 ",361 ,"10,516 ",,"1,343 ",834 ,"1,830 ","5,245 ","1,897 ","2,053 ","2,046 ",6 ,470 ,365 
경상남도,김해시,남성,"22,871 ",,"1,053 ",88 ,653 ,,10 ,4 ,97 ,22 ,144 ,2 ,24 ,6 ,,,11 ,"2,429 ",185 ,"10,082 ",,526 ,390 ,573 ,"2,701 ","1,019 ",518 ,"1,728 ",,286 ,320 
경상남도,김해시,여성,"10,078 ",,634 ,6 ,547 ,,5 ,1 ,16 ,2 ,75 ,1 ,30 ,1 ,,,58 ,64 ,176 ,434 ,,817 ,444 ,"1,257 ","2,544 ",878 ,"1,535 ",318 ,6 ,184 ,45 
경상남도,남해군,총계,"1,343 ",,45 ,,,,1 ,,,,2 ,,5 ,,,,,49 ,213 ,599 ,174 ,31 ,7 ,8 ,90 ,22 ,76 ,16 ,,1 ,4 
경상남도,남해군,남성,"1,024 ",,34 ,,,,1 ,,,,,,2 ,,,,,47 ,85 ,591 ,174 ,15 ,4 ,1 ,34 ,5 ,12 ,15 ,,1 ,3 
경상남도,남해군,여성,319 ,,11 ,,,,,,,,2 ,,3 ,,,,,2 ,128 ,8 ,,16 ,3 ,7 ,56 ,17 ,64 ,1 ,,,1 
경상남도,밀양시,총계,"6,609 ",,53 ,7 ,11 ,,8 ,,4 ,,10 ,2 ,12 ,9 ,,,,378 ,"1,755 ","2,987 ",,127 ,175 ,254 ,200 ,123 ,319 ,148 ,,12 ,15 
경상남도,밀양시,남성,"3,041 ",,26 ,5 ,6 ,,8 ,,4 ,,9 ,2 ,4 ,4 ,,,,340 ,571 ,"1,542 ",,53 ,109 ,63 ,93 ,54 ,34 ,98 ,,6 ,10 
경상남도,밀양시,여성,"3,568 ",,27 ,2 ,5 ,,,,,,1 ,,8 ,5 ,,,,38 ,"1,184 ","1,445 ",,74 ,66 ,191 ,107 ,69 ,285 ,50 ,,6 ,5 
경상남도,사천시,총계,"4,444 ",,18 ,,26 ,,5 ,20 ,14 ,3 ,18 ,,11 ,1 ,8 ,,25 ,428 ,159 ,"1,288 ","1,164 ",150 ,67 ,209 ,271 ,109 ,349 ,36 ,,23 ,42 
경상남도,사천시,남성,"3,421 ",,10 ,,24 ,,5 ,19 ,12 ,3 ,7 ,,1 ,1 ,8 ,,7 ,407 ,81 ,"1,212 ","1,164 ",53 ,36 ,50 ,124 ,62 ,61 ,31 ,,13 ,30 
경상남도,사천시,여성,"1,023 ",,8 ,,2 ,,,1 ,2 ,,11 ,,10 ,,,,18 ,21 ,78 ,76 ,,97 ,31 ,159 ,147 ,47 ,288 ,5 ,,10 ,12 
경상남도,산청군,총계,"1,387 ",,,,,,5 ,,,,1 ,,4 ,,,,,68 ,314 ,650 ,,50 ,33 ,52 ,86 ,18 ,83 ,10 ,,10 ,3 
