시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,네팔,미국,캄보디아,인도네시아,미얀마,필리핀,타이,몽골,스리랑카,카자흐스탄,한국계러시아인,방글라데시,일본,캐나다,러시아(연방),파키스탄,타이완,인도,키르기즈,라오스,오스트레일리아,영국,프랑스,말레이시아,남아프리카공화국,우크라이나,티모르민주공화국,독일,튀르키예,뉴질랜드,이집트,나이지리아,타지키스탄,홍콩,시리아,모로코,에티오피아,브라질,이탈리아,이란,스페인,가나,투르크메니스탄,예멘공화국,싱가포르,멕시코,아프가니스탄,네덜란드,리비아,사우디아라비아,르완다,폴란드,카메룬,튀니지,케냐,부룬디,탄자니아,콜롬비아,스웨덴,요르단,아일랜드,알제리,우간다,이라크,아제르바이잔,벨기에,페루,스위스,라이베리아,콩고민주공화국,노르웨이,수단,벨라루스,칠레,덴마크,오스트리아,핀란드,루마니아,헝가리,세네갈,아르헨티나,포르투갈,에콰도르,이스라엘,그리스,기니,말리,아랍에미리트연합,체코,코트디부아르,리투아니아,불가리아,베네수엘라,아이티,마카오,무국적,조지아,팔레스타인,짐바브웨,파라과이,시에라리온,가봉,감비아,앙골라,슬로바크,잠비아,크로아티아,코스타리카,아르메니아,도미니카공화국,라트비아,파나마,볼리비아,과테말라,영국외지민,브루나이,말라위,엘살바도르,세르비아,부르키나파소,몰도바,카타르,온두라스,룩셈부르크,마다가스카르,피지,쿠바,에스토니아,슬로베니아,레바논,모잠비크,토고,오만,니카라과,우루과이,쿠웨이트,콩고,국적불명,부탄,알바니아,남수단공화국,바누아투,트리니다드토바고,자메이카,도미니카연방,바레인,보츠와나,에스와티니,키프로스,몰타,베냉,모리타니,소말리아,국제연합,가이아나,솔로몬군도,세인트크리스토퍼네비스,레소토,니제르,바하마,파푸아뉴기니,아이슬란드,북마케도니아,중앙아프리카공화국,적도기니,기니비사우,보스니아-헤르체고비나,마샬군도,모리셔스,몬테네그로,나미비아,몰디브,바베이도스,그레나다,세인트루시아,차드,에리트레아,코소보,벨리즈,통가,키리바시,미이크로네시아,협약난민,앤티카바부다,안도라,영국해외영토시민,팔라우,코모로,지부티,국제연합 전문기구,영국외지시민,모나코,교황청,미상,홍콩거주난민,세인트빈센트그레나딘,수리남,산마리노,나우루,사모아,기타난민
전라남도,화순군,여성,605,50,148,40,8,23,21,107,1,1,36,23,2,6,3,,4,60,1,,1,2,13,,40,2,1,,2,4,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,총계,총계,"53,838","4,090","14,746","5,600","3,565","4,224","1,413","3,603","1,843","1,756","1,753","1,229","1,301","1,607",413,78,"1,457",685,309,559,387,290,449,244,350,111,86,33,55,188,29,187,33,81,51,120,20,62,9,137,41,23,32,9,38,5,9,2,99,9,18,42,5,6,,9,15,13,25,8,10,10,6,4,4,12,7,14,11,5,5,9,5,6,8,2,21,3,1,2,8,1,2,6,1,4,6,11,2,3,7,1,,,5,,1,4,4,1,3,,1,1,,2,5,8,,1,3,,3,1,,,1,1,,1,,,2,,1,4,,2,,5,1,,,,3,2,,1,4,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
전북특별자치도,고창군,총계,"2,155",154,416,54,38,348,55,334,27,65,34,117,4,183,10,3,132,42,7,26,1,6,,21,52,4,,,1,5,,4,2,,2,,,2,,1,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,고창군,남성,"1,271",84,189,7,21,295,20,182,20,61,13,42,,164,8,3,94,2,3,18,1,2,,15,18,2,,,,,,4,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,고창군,여성,884,70,227,47,17,53,35,152,7,4,21,75,4,19,2,,38,40,4,8,,4,,6,34,2,,,1,5,,,1,,2,,,1,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,군산시,총계,"11,643","1,303","2,901","1,382",913,456,568,293,999,192,359,216,143,392,97,23,251,55,38,229,63,60,126,72,34,33,15,3,5,27,8,157,7,13,6,29,9,26,1,36,13,3,3,1,7,1,1,,11,,,3,,2,,,1,7,6,1,2,5,2,1,,,1,1,1,,,,2,5,,1,1,2,,1,2,1,,,,1,1,1,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,2,,1,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,군산시,남성,"7,873",716,"1,940",633,797,384,290,225,976,175,197,128,87,341,40,14,210,6,13,80,56,31,103,64,16,14,10,1,3,7,4,157,2,6,3,23,8,23,,21,9,3,1,1,3,,1,,11,,,2,,2,,,1,6,6,1,2,3,,,,,1,1,1,,,,1,3,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,군산시,여성,"3,770",587,961,749,116,72,278,68,23,17,162,88,56,51,57,9,41,49,25,149,7,29,23,8,18,19,5,2,2,20,4,,5,7,3,6,1,3,1,15,4,,2,,4,1,,,,,,1,,,,,,1,,,,2,2,1,,,,,,,,,1,2,,1,,2,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,김제시,총계,"3,819",146,783,93,230,717,60,385,89,230,198,99,48,228,13,,288,32,18,46,25,20,3,8,33,2,1,,,8,,2,2,2,1,2,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,김제시,남성,"2,506",81,396,30,172,552,22,225,81,205,122,69,27,185,8,,216,3,6,38,24,9,3,5,18,,,,,,,2,1,1,1,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,김제시,여성,"1,313",65,387,63,58,165,38,160,8,25,76,30,21,43,5,,72,29,12,8,1,11,,3,15,2,1,,,8,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,남원시,총계,"1,656",257,345,91,32,249,33,133,2,26,72,54,18,42,8,,41,62,4,25,8,17,4,1,57,3,5,,,10,,,,1,2,9,1,9,,17,2,,,,,,,,,,,,,,,1,,,,,4,,,,1,,,,7,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,남원시,남성,826,130,115,32,21,194,13,68,1,22,29,15,5,37,3,,27,1,1,25,8,9,3,,20,1,2,,,,,,,,2,7,1,8,,13,,,,,,,,,,,,,,,,1,,,,,4,,,,1,,,,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,남원시,여성,830,127,230,59,11,55,20,65,1,4,43,39,13,5,5,,14,61,3,,,8,1,1,37,2,3,,,10,,,,1,,2,,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,무주군,총계,359,24,107,15,2,91,9,25,1,1,23,26,2,2,,,1,12,,1,,,,,8,2,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,무주군,남성,181,12,38,3,1,80,3,11,,1,7,11,,2,,,1,,,,,,,,8,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,무주군,여성,178,12,69,12,1,11,6,14,1,,16,15,2,,,,,12,,1,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,부안군,총계,"1,612",95,711,58,25,146,27,110,107,46,25,38,3,65,11,,33,25,2,5,2,5,,4,10,1,2,,4,3,,13,,9,2,1,,,,8,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,부안군,남성,"1,063",43,506,12,15,104,11,55,106,36,8,21,2,54,5,,23,1,1,3,2,2,,3,1,,1,,3,,,13,,9,1,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,부안군,여성,549,52,205,46,10,42,16,55,1,10,17,17,1,11,6,,10,24,1,2,,3,,1,9,1,1,,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,순창군,총계,520,31,150,24,4,77,4,49,28,17,27,13,4,3,,,25,39,1,,,1,,,16,,,,,4,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,순창군,남성,260,13,62,6,2,57,3,24,28,17,12,6,2,3,,,16,,,,,1,,,5,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,순창군,여성,260,18,88,18,2,20,1,25,,,15,7,2,,,,9,39,1,,,,,,11,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,완주군,총계,"5,354",315,943,928,948,353,45,519,129,156,342,91,41,217,5,2,108,35,11,8,21,4,24,11,16,5,5,,4,5,,4,2,7,3,14,1,,1,1,,1,,,,1,,,,1,,7,2,,,,1,2,3,,,,,,2,,,1,,,1,,,,3,,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,완주군,남성,"3,394",185,546,465,842,268,20,145,124,149,167,37,20,203,3,1,97,1,6,3,19,2,17,9,7,3,1,,3,1,,4,,6,2,13,1,,,1,,,,,,1,,,,1,,7,1,,,,1,2,2,,,,,,2,,,1,,,1,,,,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,완주군,여성,"1,960",130,397,463,106,85,25,374,5,7,175,54,21,14,2,1,11,34,5,5,2,2,7,2,9,2,4,,1,4,,,2,1,1,1,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,익산시,총계,"7,942",489,"2,526",536,516,597,131,893,181,263,249,181,164,204,65,18,161,106,58,38,73,88,26,17,50,10,5,3,3,28,3,5,4,21,3,41,3,1,3,13,10,,2,,1,1,,2,73,1,5,2,,2,,4,,1,13,1,,1,,1,,3,2,6,,,,,,,,,13,,,,1,,,5,,,,,,,3,,,,,,,,3,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,익산시,남성,"4,443",255,"1,164",183,436,438,58,440,163,245,106,69,88,175,42,14,125,7,29,30,58,50,18,13,27,5,3,2,,5,1,5,1,14,2,35,2,1,,10,6,,1,,,1,,2,62,1,2,2,,2,,3,,,11,,,1,,,,2,1,2,,,,,,,,,13,,,,,,,3,,,,,,,3,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,익산시,여성,"3,499",234,"1,362",353,80,159,73,453,18,18,143,112,76,29,23,4,36,99,29,8,15,38,8,4,23,5,2,1,3,23,2,,3,7,1,6,1,,3,3,4,,1,,1,,,,11,,3,,,,,1,,1,2,1,,,,1,,1,1,4,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,임실군,총계,493,26,171,21,7,81,6,67,14,7,10,34,,9,,,1,8,2,,1,3,,,18,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,임실군,남성,252,10,63,8,4,67,2,33,8,7,2,21,,8,,,1,,,,1,1,,,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,임실군,여성,241,16,108,13,3,14,4,34,6,,8,13,,1,,,,8,2,,,2,,,4,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,장수군,총계,492,32,142,20,16,92,11,73,,8,7,27,12,8,,,2,23,1,1,2,2,4,,2,,1,,,2,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,장수군,남성,256,12,57,5,11,74,4,37,,8,,19,10,7,,,1,1,,,2,,3,,2,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,장수군,여성,236,20,85,15,5,18,7,36,,,7,8,2,1,,,1,22,1,1,,2,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,전주시 덕진구,총계,"7,478",464,"1,315","1,604",623,246,169,301,131,124,130,80,570,49,187,6,278,106,52,83,125,23,224,81,18,16,19,22,33,38,16,,10,14,11,22,6,20,2,33,14,9,20,5,20,1,5,,2,1,4,26,1,2,,4,8,2,2,6,1,3,4,1,1,4,3,6,3,5,2,6,2,1,2,,2,,1,,,,,1,1,1,3,7,1,3,3,,,,4,,,3,,,,,1,1,,,5,,,,2,,,1,,,,,,1,,,,,1,2,,,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
전북특별자치도,전주시 덕진구,남성,"3,507",229,504,571,462,179,71,173,63,81,38,26,236,37,84,4,214,9,19,47,86,8,128,36,5,9,10,8,13,10,,,2,7,5,11,3,9,,21,2,3,7,1,9,,4,,2,,1,15,1,1,,1,,1,,1,,1,,1,,4,1,4,2,1,1,3,2,,1,,,,,,,,,,,,1,4,,,3,,,,3,,,2,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
전북특별자치도,전주시 덕진구,여성,"3,971",235,811,"1,033",161,67,98,128,68,43,92,54,334,12,103,2,64,97,33,36,39,15,96,45,13,7,9,14,20,28,16,,8,7,6,11,3,11,2,12,12,6,13,4,11,1,1,,,1,3,11,,1,,3,8,1,2,5,1,2,4,,1,,2,2,1,4,1,3,,1,1,,2,,1,,,,,1,1,1,2,3,1,3,,,,,1,,,1,,,,,1,,,,4,,,,1,,,1,,,,,,,,,,,,2,,,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,전주시 완산구,총계,"5,652",325,"2,664",578,139,78,234,167,17,413,67,60,277,31,9,19,25,72,98,37,6,51,33,20,12,29,27,3,3,35,1,1,6,3,13,2,,2,2,9,,10,5,2,9,1,3,,4,5,5,4,,,,,3,,1,,3,1,,1,,3,,,,,2,1,1,,,1,,,,1,2,,1,,,1,2,1,1,,,,,,,,1,,,1,,,,,,,,1,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,전주시 완산구,남성,"2,734",153,"1,337",244,92,48,109,99,4,187,18,16,143,24,5,11,22,7,47,10,5,23,16,11,5,14,18,3,1,6,,,2,2,7,2,,1,,4,,6,3,1,5,1,1,,1,,2,2,,,,,1,,1,,2,,,1,,1,,,,,1,,,,,,,,,,1,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,전주시 완산구,여성,"2,918",172,"1,327",334,47,30,125,68,13,226,49,44,134,7,4,8,3,65,51,27,1,28,17,9,7,15,9,,2,29,1,1,4,1,6,,,1,2,5,,4,2,1,4,,2,,3,5,3,2,,,,,2,,,,1,1,,,,2,,,,,1,1,1,,,1,,,,1,1,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,정읍시,총계,"4,111",397,"1,399",177,62,592,45,225,117,190,137,176,12,171,8,6,103,43,16,58,60,9,5,9,18,2,4,2,1,11,1,,,11,3,,,1,,19,2,,,,,,,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,정읍시,남성,"2,582",209,736,52,40,489,17,167,106,172,72,118,5,142,5,3,83,,5,52,40,3,3,8,8,2,1,1,,4,1,,,10,2,,,1,,15,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,정읍시,여성,"1,529",188,663,125,22,103,28,58,11,18,65,58,7,29,3,3,20,43,11,6,20,6,2,1,10,,3,1,1,7,,,,1,1,,,,,4,2,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,진안군,총계,552,32,173,19,10,101,16,29,1,18,73,17,3,3,,1,8,25,1,2,,1,,,6,1,,,,7,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,진안군,남성,300,16,66,1,9,85,6,9,,18,54,9,2,3,,1,8,2,,1,,1,,,5,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도,진안군,여성,252,16,107,18,1,16,10,20,1,,19,8,1,,,,,23,1,1,,,,,1,1,,,,5,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
