시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,네팔,미국,캄보디아,인도네시아,미얀마,필리핀,타이,몽골,스리랑카,카자흐스탄,한국계러시아인,방글라데시,일본,캐나다,러시아(연방),파키스탄,타이완,인도,키르기즈,라오스,오스트레일리아,영국,프랑스,말레이시아,남아프리카공화국,우크라이나,티모르민주공화국,독일,튀르키예,뉴질랜드,이집트,나이지리아,타지키스탄,홍콩,시리아,모로코,에티오피아,브라질,이탈리아,이란,스페인,가나,투르크메니스탄,예멘공화국,싱가포르,멕시코,아프가니스탄,네덜란드,리비아,사우디아라비아,르완다,폴란드,카메룬,튀니지,케냐,부룬디,탄자니아,콜롬비아,스웨덴,요르단,아일랜드,알제리,우간다,이라크,아제르바이잔,벨기에,페루,스위스,라이베리아,콩고민주공화국,노르웨이,수단,벨라루스,칠레,덴마크,오스트리아,핀란드,루마니아,헝가리,세네갈,아르헨티나,포르투갈,에콰도르,이스라엘,그리스,기니,말리,아랍에미리트연합,체코,코트디부아르,리투아니아,불가리아,베네수엘라,아이티,마카오,무국적,조지아,팔레스타인,짐바브웨,파라과이,시에라리온,가봉,감비아,앙골라,슬로바크,잠비아,크로아티아,코스타리카,아르메니아,도미니카공화국,라트비아,파나마,볼리비아,과테말라,영국외지민,브루나이,말라위,엘살바도르,세르비아,부르키나파소,몰도바,카타르,온두라스,룩셈부르크,마다가스카르,피지,쿠바,에스토니아,슬로베니아,레바논,모잠비크,토고,오만,니카라과,우루과이,쿠웨이트,콩고,국적불명,부탄,알바니아,남수단공화국,바누아투,트리니다드토바고,자메이카,도미니카연방,바레인,보츠와나,에스와티니,키프로스,몰타,베냉,모리타니,소말리아,국제연합,가이아나,솔로몬군도,세인트크리스토퍼네비스,레소토,니제르,바하마,파푸아뉴기니,아이슬란드,북마케도니아,중앙아프리카공화국,적도기니,기니비사우,보스니아-헤르체고비나,마샬군도,모리셔스,몬테네그로,나미비아,몰디브,바베이도스,그레나다,세인트루시아,차드,에리트레아,코소보,벨리즈,통가,키리바시,미이크로네시아,협약난민,앤티카바부다,안도라,영국해외영토시민,팔라우,코모로,지부티,국제연합 전문기구,영국외지시민,모나코,교황청,미상,홍콩거주난민,세인트빈센트그레나딘,수리남,산마리노,나우루,사모아,기타난민
총합계,총합계,총합계,"2,166,955","633,453","299,446","221,595","99,584","92,980","90,430","65,134","63,248","59,892","55,360","45,900","42,431","37,652","35,327","35,254","33,761","30,202","22,248","21,888","17,767","17,148","15,929","12,357","12,203","7,748","6,235","5,928","5,315","5,015","4,977","4,830","3,802","3,494","3,432","3,011","2,668","2,570","2,305","1,932","1,731","1,602","1,519","1,508","1,490","1,443","1,390","1,338","1,241","1,158","1,128",919,890,890,843,814,780,761,748,737,704,679,654,620,615,589,589,587,583,555,533,525,515,492,442,380,366,360,350,348,346,340,335,315,286,279,263,262,261,257,242,236,233,232,231,206,182,177,153,141,140,132,124,124,113,113,112,112,105,103,98,93,92,92,89,87,82,80,77,77,70,69,68,68,68,67,66,66,61,61,60,59,58,57,56,50,47,44,44,43,42,41,39,36,36,36,35,33,31,28,26,25,22,21,21,21,21,21,21,20,20,17,15,15,14,14,12,12,12,12,12,11,10,10,9,8,7,7,7,7,7,7,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1
강원특별자치도,총계,총계,"33,519","3,099","6,763","4,110","1,611","3,450","1,601","1,270","1,352",860,"1,106","1,577",563,320,277,164,745,607,372,872,233,304,244,238,240,150,109,42,37,209,20,12,52,39,49,15,37,68,13,46,26,30,31,12,25,13,15,12,11,14,17,2,5,,2,57,8,30,3,37,39,28,14,,8,6,9,31,5,2,5,7,5,6,10,4,1,5,4,3,5,1,3,5,1,3,4,6,1,,,,,4,3,4,3,3,,,,1,,2,2,1,,,,1,1,1,1,,1,2,,,2,,5,1,2,1,,,,,,1,3,,,,4,1,1,,,,,1,,,,17,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,강릉시,총계,"4,798",268,"1,953",235,119,217,236,69,211,46,100,110,61,43,92,46,42,54,66,436,13,53,47,105,24,16,10,7,1,26,6,2,6,4,11,2,1,13,1,3,2,2,1,,3,,1,,,,4,,,,,6,1,,1,,,,,,1,,3,,,,,1,2,,,,,1,,,,,,,,1,1,,1,,,,,1,,,2,,,,,1,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,강릉시,남성,"2,595",121,"1,017",93,76,170,103,34,187,40,36,29,23,39,42,28,34,6,28,255,10,35,32,64,9,8,6,6,,8,3,2,3,3,5,2,,13,,3,1,,,,1,,,,,,1,,,,,4,1,,,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,강릉시,여성,"2,203",147,936,142,43,47,133,35,24,6,64,81,38,4,50,18,8,48,38,181,3,18,15,41,15,8,4,1,1,18,3,,3,1,6,,1,,1,,1,2,1,,2,,1,,,,3,,,,,2,,,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,고성군,총계,"2,267",62,307,15,50,917,35,13,135,68,11,36,14,32,6,1,285,12,10,5,56,,26,,,3,2,1,3,7,1,2,3,,1,,3,,,,,,1,,,,,,,1,,,,,,24,,1,,24,30,19,,,1,,,21,,,,,,1,5,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,고성군,남성,"1,639",25,250,7,33,621,16,9,133,68,2,30,5,31,4,1,253,1,3,2,43,,22,,,3,,1,,1,,2,3,,,,3,,,,,,1,,,,,,,1,,,,,,12,,1,,11,16,6,,,,,,10,,,,,,,1,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,고성군,여성,628,37,57,8,17,296,19,4,2,,9,6,9,1,2,,32,11,7,3,13,,4,,,,2,,3,6,1,,,,1,,,,,,,,,,,,,,,,,,,,,12,,,,13,14,13,,,1,,,11,,,,,,1,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,동해시,총계,"1,175",120,234,91,20,10,53,33,207,27,36,38,30,24,21,45,,16,15,76,8,18,,5,8,2,7,,2,16,,,2,1,1,,,1,,1,1,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,동해시,남성,677,43,130,42,16,6,21,22,205,27,6,15,8,24,11,19,,1,9,37,6,10,,4,3,,2,,,5,,,1,,,,,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,동해시,여성,498,77,104,49,4,4,32,11,2,,30,23,22,,10,26,,15,6,39,2,8,,1,5,2,5,,2,11,,,1,1,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,삼척시,총계,"1,541",64,330,578,60,45,27,16,102,141,57,13,9,5,4,4,,28,5,6,,10,3,,4,3,2,1,,11,,1,3,,,1,2,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,삼척시,남성,937,27,244,270,46,38,13,6,97,139,17,2,5,5,2,2,,1,4,3,,3,1,,,1,1,1,,2,,1,,,,,2,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,삼척시,여성,604,37,86,308,14,7,14,10,5,2,40,11,4,,2,2,,27,1,3,,7,2,,4,2,1,,,9,,,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,속초시,총계,"2,258",248,381,88,39,333,143,58,255,10,72,80,31,13,15,3,107,40,31,69,43,32,5,1,9,11,6,1,2,10,2,2,3,1,3,1,10,24,,1,2,,5,,1,,,,7,2,1,,1,,,15,1,3,1,7,8,2,4,,,2,,2,1,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,속초시,남성,"1,389",118,256,52,28,184,59,35,240,6,35,28,9,8,8,2,93,7,18,48,38,12,4,1,8,4,2,,2,3,,2,2,1,2,,6,24,,1,,,1,,1,,,,4,1,1,,1,,,9,1,2,1,6,5,1,3,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,속초시,여성,869,130,125,36,11,149,84,23,15,4,37,52,22,5,7,1,14,33,13,21,5,20,1,,1,7,4,1,,7,2,,1,,1,1,4,,,,2,,4,,,,,,3,1,,,,,,6,,1,,1,3,1,1,,,2,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양구군,총계,471,33,41,16,59,47,19,51,8,21,79,43,3,1,2,,,27,2,10,,,,,2,,,,,5,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양구군,남성,265,13,16,,58,36,2,20,4,21,64,15,2,1,2,,,,1,8,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양구군,여성,206,20,25,16,1,11,17,31,4,,15,28,1,,,,,27,1,2,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양양군,총계,627,74,138,26,12,51,50,50,26,35,26,46,1,22,1,,6,22,5,4,1,1,,,3,7,5,1,,5,,1,2,,2,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양양군,남성,414,38,109,10,9,36,20,36,26,34,9,42,1,22,,,6,1,1,,1,1,,,,5,,1,,,,1,1,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,양양군,여성,213,36,29,16,3,15,30,14,,1,17,4,,,1,,,21,4,4,,,,,3,2,5,,,5,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,영월군,총계,668,80,210,23,21,24,29,27,5,28,28,43,7,8,4,5,44,18,2,8,4,,1,6,11,6,10,,,7,,,3,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,영월군,남성,409,43,122,3,20,19,11,15,4,27,14,29,4,8,4,2,42,2,1,6,3,,1,6,7,3,6,,,1,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,영월군,여성,259,37,88,20,1,5,18,12,1,1,14,14,3,,,3,2,16,1,2,1,,,,4,3,4,,,6,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,원주시,총계,"6,754",840,"1,022","1,334",421,408,372,280,162,68,202,369,131,96,43,40,46,114,93,151,27,113,11,44,26,32,24,7,14,54,4,2,11,13,9,4,3,13,5,23,10,9,4,4,3,5,8,3,4,4,4,,3,,,3,4,,,2,1,4,3,,6,2,,5,,,,1,1,,,1,,2,3,1,1,1,,3,1,1,,,,,,,,1,,4,1,2,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,원주시,남성,"3,639",408,456,633,322,326,159,223,135,46,102,161,67,88,19,21,41,15,44,98,23,50,7,24,10,13,17,2,8,9,,2,2,10,2,4,2,9,1,20,1,4,2,2,3,2,6,1,3,2,,,2,,,3,1,,,1,1,2,1,,4,2,,3,,,,,,,,1,,,1,1,1,,,1,1,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,원주시,여성,"3,115",432,566,701,99,82,213,57,27,22,100,208,64,8,24,19,5,99,49,53,4,63,4,20,16,19,7,5,6,45,4,,9,3,7,,1,4,4,3,9,5,2,2,,3,2,2,1,2,4,,1,,,,3,,,1,,2,2,,2,,,2,,,,1,1,,,,,2,2,,,1,,2,,,,,,,,,,1,,2,,2,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,인제군,총계,593,55,56,15,17,211,16,28,,40,33,66,3,,2,2,2,9,2,2,,4,,2,10,,5,1,,6,,,1,1,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,인제군,남성,363,24,24,7,16,155,9,16,,40,23,26,,,,2,2,,,1,,3,,,8,,2,1,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,인제군,여성,230,31,32,8,1,56,7,12,,,10,40,3,,2,,,9,2,1,,1,,2,2,,3,,,5,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,정선군,총계,435,56,78,27,11,16,17,7,2,51,38,31,4,11,1,1,,8,4,6,,4,,3,41,3,4,,,6,,,,,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,정선군,남성,199,28,18,7,6,7,9,5,,51,13,17,,11,,1,,,2,1,,2,,2,14,1,2,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,정선군,여성,236,28,60,20,5,9,8,2,2,,25,14,4,,1,,,8,2,5,,2,,1,27,2,2,,,6,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,철원군,총계,"1,065",66,134,23,15,246,23,176,7,55,67,155,2,13,1,2,5,33,7,3,,2,2,10,7,1,1,,,5,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,철원군,남성,672,25,67,6,9,194,12,109,5,55,55,97,2,8,,2,2,3,2,2,,2,1,5,2,1,1,,,2,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,철원군,여성,393,41,67,17,6,52,11,67,2,,12,58,,5,1,,3,30,5,1,,,1,5,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,춘천시,총계,"6,341",475,"1,203","1,387",629,348,351,165,88,98,168,104,216,16,40,8,129,131,89,55,46,50,104,33,11,39,25,22,7,18,5,,12,14,7,5,17,13,4,13,4,19,12,7,16,5,4,9,,5,4,2,,,2,9,1,23,1,4,,3,6,,,2,3,2,4,2,5,5,2,2,4,1,,1,1,2,2,,3,1,,1,,2,,,,,,1,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,1,1,2,1,,,,,,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,춘천시,남성,"3,195",214,635,623,457,233,160,76,40,74,69,31,98,9,16,3,77,12,43,16,27,22,56,14,3,22,16,15,,4,,,6,4,3,2,9,8,,12,,13,3,1,7,2,3,2,,2,3,2,,,1,4,1,13,,1,,1,1,,,1,,2,2,,3,1,1,1,2,,,,,1,2,,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,춘천시,여성,"3,146",261,568,764,172,115,191,89,48,24,99,73,118,7,24,5,52,119,46,39,19,28,48,19,8,17,9,7,7,14,5,,6,10,4,3,8,5,4,1,4,6,9,6,9,3,1,7,,3,1,,,,1,5,,10,1,3,,2,5,,,1,3,,2,2,2,4,1,1,2,1,,1,1,1,,,3,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,태백시,총계,407,54,79,34,4,10,36,9,5,23,26,21,4,1,13,1,9,8,7,13,,4,13,3,6,1,2,,2,11,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,태백시,남성,160,19,19,6,1,10,13,2,5,21,8,,,,6,1,9,,5,10,,2,12,2,2,,1,,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,태백시,여성,247,35,60,28,3,,23,7,,2,18,21,4,1,7,,,8,2,3,,2,1,1,4,1,1,,,9,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,평창군,총계,801,137,106,77,22,69,51,34,11,17,54,61,22,10,4,3,3,25,14,5,9,4,5,3,19,9,1,,1,7,1,,2,2,2,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,평창군,남성,413,69,40,29,19,54,26,17,4,17,40,16,11,10,2,1,3,2,9,2,6,2,5,3,11,3,,,,1,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,평창군,여성,388,68,66,48,3,15,25,17,7,,14,45,11,,2,2,,23,5,3,3,2,,,8,6,1,,1,6,1,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
